,cell_id,group
1071,aakeckja-1,tumor
1072,aakeekid-1,tumor
1074,aakejdon-1,tumor
1075,aakeneeg-1,macrophage
1076,aakfaeph-1,tumor
1077,aakfbcif-1,tumor
1078,aakfdjno-1,fibroblast
1079,aakfglbd-1,tumor
1081,aakgbcge-1,macrophage
1082,aakgbgdp-1,fibroblast
1083,aakgidhi-1,tumor
1084,aakgjhld-1,mixed_immune
1085,aakgldfn-1,fibroblast
1086,aakgljnd-1,tumor
1087,aakgofpa-1,tumor
1088,aakgpikj-1,plasma b
1089,aakgpnde-1,tumor
1091,aakhdicm-1,epithelial
1092,aakhedgj-1,tumor
1093,aakhedli-1,tumor
1094,aakhglkd-1,tumor
1095,aakhieog-1,tumor
1097,aakhkjgc-1,mixed_APC
1098,aakhlgmk-1,tumor
1099,aakhlkma-1,tumor
1100,aakhmfdj-1,tumor
1101,aakholfo-1,tumor
1102,aakihbfh-1,tumor
1104,aakikhkh-1,tumor
1105,aakilhgc-1,tumor
1106,aakimmfd-1,endothelial
1108,aakjioed-1,NK cell
1110,aakjkolp-1,endothelial
1111,aakjmhmi-1,macrophage
1112,aakjplck-1,tumor
1113,aakkchhp-1,fibroblast
1114,aakkfeim-1,tumor
1115,aakkfkbb-1,tumor
1116,aakkiioc-1,tumor
1117,aakkmcai-1,tumor
1118,aakkmdfp-1,tumor
1119,aakkonnj-1,tumor
1120,aaklagkm-1,macrophage
1121,aaklbjbp-1,mixed_immune
1122,aaklhkip-1,tumor
1123,aakliiak-1,tumor
1124,aaklnbip-1,fibroblast
1125,aakloone-1,tumor
1127,aakmjeha-1,tumor
1129,aakmmlgd-1,tumor
1130,aakmncaj-1,tumor
1131,aakmpjog-1,tumor
1132,aaknecdh-1,tumor
1133,aaknffgo-1,tumor
1134,aakngajp-1,macrophage
1135,aaknkheb-1,tumor
1136,aaknkngj-1,fibroblast
1137,aaknmnmg-1,tumor
1139,aakockne-1,fibroblast
1140,aakoeibf-1,tumor
1142,aakojdhg-1,fibroblast
1144,aakolmid-1,CD4 N/CM
1145,aakombbd-1,tumor
1146,aakoooip-1,tumor
1147,aakopgee-1,tumor
1148,aakpengh-1,tumor
1149,aakpjngg-1,tumor
1150,aakpolnb-1,fibroblast
1151,aakppekg-1,tumor
1153,aalaefan-1,tumor
1154,aalaggcj-1,endothelial
1155,aalaijkn-1,tumor
1156,aalajoko-1,tumor
1157,aalajpao-1,tumor
1158,aalamcpm-1,CD4 EM
1159,aalbaofm-1,tumor
1160,aalbceff-1,tumor
1161,aalbenhl-1,tumor
1162,aalbffhl-1,DC
1163,aalbkndk-1,tumor
1164,aalblakl-1,tumor
1165,aalbnlbg-1,DC
1167,aalbokgl-1,macrophage
1168,aalccmec-1,tumor
1169,aalcdcjm-1,mixed_immune
1170,aalcngdn-1,mixed_immune
1171,aaldbbap-1,tumor
1172,aaldbehe-1,tumor
1173,aaldeojm-1,macrophage
1174,aaldgngo-1,tumor
1175,aaldinmh-1,tumor
1177,aaldkmlf-1,tumor
1178,aaldmgdl-1,monocyte
1179,aaldnegi-1,tumor
1180,aaldpbee-1,monocyte
1181,aaldpjjj-1,tumor
1182,aaleghal-1,fibroblast
1183,aalegofc-1,tumor
1185,aalfaaag-1,tumor
1186,aalfaoon-1,tumor
1187,aalffaei-1,fibroblast
1188,aalfgaoa-1,tumor
1189,aalfgmpk-1,tumor
1190,aalflcjo-1,tumor
1191,aalfmdgb-1,tumor
1192,aalfnefn-1,fibroblast
1193,aalgcneg-1,plasma b
1194,aalgfdog-1,tumor
1195,aalgpcfj-1,tumor
1196,aalgpfij-1,tumor
1197,aalhbdnj-1,tumor
1198,aalhejkf-1,tumor
1199,aalhhijd-1,tumor
1200,aalhjncj-1,tumor
1201,aalhlcdd-1,tumor
1202,aalhlgke-1,monocyte
1203,aalhlklo-1,tumor
1204,aalhndpl-1,mesenchymal
1205,aalhojab-1,tumor
1206,aalibclh-1,tumor
1207,aalicenk-1,tumor
1208,aaliebdj-1,tumor
1210,aalindfb-1,fibroblast
1211,aaliogib-1,tumor
1212,aaljapib-1,tumor
1213,aaljddep-1,tumor
1215,aaljedcj-1,mixed_immune
1216,aaljeeeb-1,tumor
1217,aaljipfo-1,tumor
1218,aaljpgbh-1,tumor
1219,aalkdida-1,tumor
1220,aalkgglb-1,macrophage
1221,aalkibbe-1,tumor
1222,aalkkfjj-1,tumor
1223,aalkoiim-1,CD4 N/CM
1224,aallannn-1,tumor
1225,aallkbnl-1,mixed_immune
1226,aalloedc-1,tumor
1227,aallpocn-1,tumor
1228,aalmfiij-1,tumor
1229,aalmibdb-1,tumor
1230,aalmjjam-1,tumor
1232,aalmnmma-1,endothelial
1233,aalmpoje-1,tumor
1234,aalnadkk-1,mixed_immune
1235,aalncbfj-1,tumor
1236,aalncoep-1,tumor
1237,aalneicn-1,tumor
1238,aalneiep-1,tumor
1239,aalnfmkk-1,tumor
1240,aalnmoad-1,tumor
1241,aalnnnkf-1,tumor
1242,aalnohkg-1,tumor
1245,aaloekld-1,tumor
1246,aaloigid-1,tumor
1247,aalooaom-1,tumor
1248,aalpgfmo-1,tumor
1249,aalpjckj-1,tumor
1250,aalpjklj-1,tumor
1252,aamafbeo-1,tumor
1253,aamahjmf-1,tumor
1254,aamakdke-1,tumor
1255,aamaoajc-1,tumor
1256,aambcjch-1,tumor
1257,aambcpnf-1,tumor
1258,aambdlhh-1,tumor
1259,aambfoep-1,tumor
1262,aamboloo-1,tumor
1263,aamcljol-1,tumor
1264,aamcolpf-1,tumor
1265,aamcpppb-1,tumor
1266,aamdbcbf-1,macrophage
1268,aamddgje-1,tumor
1269,aamddpin-1,tumor
1270,aamdenij-1,tumor
1271,aamdfboh-1,tumor
1272,aamdgnbp-1,endothelial
1273,aamdhcjc-1,tumor
1274,aamdhioe-1,tumor
1275,aamdkdjj-1,tumor
1276,aamdknfk-1,tumor
1277,aamdlnkn-1,tumor
1278,aamdpokc-1,epithelial
1280,aameempb-1,fibroblast
1282,aamegljb-1,tumor
1283,aamehgbe-1,tumor
1286,aameobkk-1,tumor
1287,aamepogb-1,tumor
1288,aamfacdg-1,tumor
1289,aamfcejm-1,tumor
1290,aamfdmaj-1,fibroblast
1291,aamfgjfg-1,endothelial
1292,aamfiggp-1,mixed_immune
1293,aamfojoo-1,tumor
1294,aamgbdog-1,tumor
1295,aamgbgnj-1,fibroblast
1296,aamgccjp-1,tumor
1297,aamgdhmo-1,mixed_immune
1298,aamgfnjk-1,tumor
1299,aamgholl-1,epithelial
1300,aamgipjl-1,tumor
1301,aamglcll-1,tumor
1302,aamglphj-1,tumor
1303,aamgnjcn-1,tumor
1304,aamgphpb-1,mesenchymal
1307,aamhgpke-1,tumor
1308,aamhinfe-1,endothelial
1309,aamhipdc-1,tumor
1310,aamhkbin-1,tumor
1311,aamhpfcg-1,tumor
1312,aamhpphk-1,tumor
1313,aamigopb-1,DC
1314,aamihgjk-1,tumor
1315,aamioccg-1,endothelial
1316,aamjblek-1,tumor
1318,aamjennf-1,fibroblast
1319,aamjhnfm-1,fibroblast
1320,aamjjbak-1,tumor
1321,aamjkbdc-1,macrophage
1322,aamjkfcg-1,tumor
1323,aamjmfhj-1,tumor
1324,aamjmoko-1,tumor
1325,aamkhllj-1,tumor
1326,aamkiobi-1,tumor
1327,aamknplh-1,macrophage
1328,aamlahbp-1,tumor
1329,aamlamdp-1,tumor
1330,aamlealo-1,macrophage
1331,aamleemp-1,mixed_immune
1332,aamleppl-1,tumor
1333,aamlhfjh-1,tumor
1334,aamligdo-1,macrophage
1336,aamlklpg-1,tumor
1337,aamllaii-1,tumor
1338,aamlnmap-1,tumor
1339,aamloapi-1,tumor
1340,aamlpifd-1,mixed_APC
1341,aammbmck-1,tumor
1342,aammcpdb-1,mixed_immune
1343,aammfaaf-1,tumor
1344,aammghof-1,fibroblast
1345,aammigma-1,tumor
1346,aammppkd-1,tumor
1347,aamnjcpc-1,tumor
1349,aamocanj-1,tumor
1350,aamogjkn-1,fibroblast
1351,aamokpjb-1,neutrophil
1352,aamonhlc-1,fibroblast
1353,aamonkmc-1,macrophage
1354,aamookdb-1,fibroblast
1355,aamopdbg-1,fibroblast
1356,aampeipf-1,macrophage
1357,aamphkbi-1,tumor
1358,aamphoon-1,tumor
1359,aampidgk-1,endothelial
1360,aampjbjp-1,fibroblast
1361,aamplfah-1,tumor
1362,aanaehif-1,monocyte
1363,aanajjgi-1,tumor
1364,aanakaca-1,tumor
1365,aanamjjp-1,fibroblast
1366,aanapedm-1,tumor
1367,aanapgif-1,tumor
1368,aanbfmhi-1,tumor
1369,aanbiaoi-1,epithelial
1370,aanbjehc-1,tumor
1371,aanbjnoe-1,macrophage
1372,aanbkmad-1,tumor
1373,aanboalm-1,tumor
1374,aanbopfb-1,tumor
1375,aanckaol-1,mixed_APC
1376,aandaada-1,tumor
1377,aandbmbi-1,tumor
1378,aandfcgg-1,tumor
1379,aandgbam-1,monocyte
1380,aandgmjp-1,tumor
1381,aandlfma-1,tumor
1382,aandmogo-1,fibroblast
1384,aaneabhe-1,tumor
1386,aanejimo-1,tumor
1388,aanenjjk-1,tumor
1389,aaneolhn-1,tumor
1390,aanepplj-1,mixed_immune
1392,aanfakki-1,monocyte
1393,aanfdcdc-1,tumor
1394,aanfedii-1,macrophage
1395,aanfjmii-1,tumor
1396,aanfneba-1,tumor
1397,aanfngdf-1,CD8 N/CM
1398,aanfpdab-1,mixed_immune
1399,aangdidg-1,tumor
1401,aangigji-1,tumor
1402,aangldpm-1,epithelial
1403,aangnede-1,tumor
1405,aanhaede-1,macrophage
1406,aanhhcnn-1,tumor
1407,aanhpbbd-1,tumor
1411,aaniindi-1,fibroblast
1412,aanijegl-1,tumor
1414,aanikbeh-1,endothelial
1415,aanjaejk-1,tumor
1416,aanjceee-1,endothelial
1417,aanjcioc-1,tumor
1418,aanjejgn-1,tumor
1419,aanjfail-1,tumor
1420,aanjlkca-1,tumor
1421,aanjmafp-1,CD8 EM
1422,aanjonfk-1,tumor
1424,aankfclk-1,tumor
1425,aankjofn-1,fibroblast
1426,aankmeoe-1,tumor
1427,aankmjlj-1,tumor
1428,aankmnnc-1,fibroblast
1429,aankoaad-1,fibroblast
1430,aanlbhjg-1,macrophage
1431,aanlgnic-1,tumor
1433,aanlmpda-1,tumor
1435,aanlpfid-1,tumor
1436,aanmhcbg-1,plasma b
1437,aanmjfhp-1,tumor
1438,aanmjgih-1,tumor
1439,aanmmkjc-1,monocyte
1440,aanmnnig-1,tumor
1441,aanmnpoa-1,tumor
1442,aannaedk-1,tumor
1443,aannccne-1,tumor
1444,aannjbop-1,tumor
1445,aannlfhi-1,fibroblast
1446,aannnenk-1,tumor
1447,aanoahbf-1,mixed_immune
1449,aanolbld-1,tumor
1451,aanoodjd-1,fibroblast
1453,aanpbpap-1,fibroblast
1454,aanpdpid-1,endothelial
1455,aanphkld-1,tumor
1456,aanpikni-1,tumor
1457,aanpimcb-1,tumor
1458,aanpkbhb-1,tumor
1459,aanplbcf-1,macrophage
1460,aanppchm-1,tumor
1461,aaoabgmh-1,tumor
1462,aaoagolb-1,tumor
1463,aaoahdck-1,tumor
1464,aaoajlfi-1,fibroblast
1465,aaobbjmf-1,tumor
1466,aaobfopd-1,tumor
1467,aaobgdln-1,tumor
1468,aaobjblo-1,endothelial
1470,aaobldoc-1,fibroblast
1471,aaobnomc-1,mixed_APC
1472,aaocadge-1,tumor
1473,aaociecj-1,tumor
1475,aaoddjgf-1,mixed_APC
1476,aaodhcbk-1,tumor
1478,aaodmong-1,fibroblast
1479,aaoebdfd-1,tumor
1480,aaoebohf-1,tumor
1481,aaoeiphm-1,tumor
1482,aaoekaod-1,tumor
1483,aaoendcj-1,tumor
1484,aaoenlag-1,fibroblast
1486,aaofiimm-1,tumor
1487,aaofjhhc-1,tumor
1488,aaofkfkg-1,fibroblast
1489,aaoflfdj-1,tumor
1491,aaofngfh-1,plasma b
1492,aaogcdec-1,plasma b
1493,aaogcgpl-1,tumor
1494,aaogengi-1,tumor
1495,aaogkijn-1,tumor
1496,aaogkmnf-1,fibroblast
1497,aaoglhla-1,mixed_immune
1498,aaogpeac-1,tumor
1499,aaohafbd-1,tumor
1500,aaoheacn-1,tumor
1501,aaohiabc-1,tumor
1502,aaohjaip-1,tumor
1503,aaohnmpf-1,tumor
1504,aaoiabjf-1,tumor
1506,aaoidbop-1,tumor
1507,aaoidjee-1,tumor
1508,aaoiggem-1,macrophage
1509,aaoihdjd-1,mixed_immune
1510,aaoiicmo-1,tumor
1511,aaoinomm-1,epithelial
1513,aaojafac-1,tumor
1514,aaojbdoo-1,mixed_immune
1515,aaojcemo-1,tumor
1516,aaojeonn-1,mixed_immune
1517,aaojjcli-1,tumor
1518,aaojjlkj-1,tumor
1519,aaojkagj-1,macrophage
1520,aaojoaan-1,tumor
1521,aaojpgaa-1,macrophage
1522,aaokacib-1,macrophage
1523,aaokbnha-1,tumor
1525,aaokeaim-1,tumor
1526,aaoknmec-1,tumor
1527,aaoldjne-1,endothelial
1528,aaolekfd-1,endothelial
1530,aaolggdf-1,fibroblast
1531,aaolhgfh-1,plasma b
1532,aaolifip-1,tumor
1533,aaolpmnj-1,CD8 EM
1534,aaomimpb-1,tumor
1536,aaomjkbk-1,tumor
1537,aaommobl-1,tumor
1538,aaomnmek-1,tumor
1539,aaonalgl-1,tumor
1540,aaonebhd-1,mixed_APC
1541,aaonfodf-1,tumor
1542,aaonfolh-1,tumor
1543,aaongjgo-1,endothelial
1544,aaoniiil-1,tumor
1545,aaonkhkj-1,tumor
1547,aaooabgf-1,tumor
1549,aaooadld-1,tumor
1550,aaooaigj-1,tumor
1552,aaoodaee-1,tumor
1553,aaooefcc-1,tumor
1554,aaookflb-1,tumor
1555,aaookhnj-1,tumor
1556,aaoomndk-1,mixed_APC
1557,aaopalja-1,tumor
1558,aaopgkio-1,tumor
1559,aaopjfmi-1,tumor
1560,aaoploac-1,tumor
1561,aapabchb-1,tumor
1562,aapabllo-1,tumor
1563,aapacmik-1,tumor
1564,aapadfdc-1,tumor
1565,aapamaha-1,tumor
1566,aapamfbl-1,mixed_APC
1567,aapamlai-1,tumor
1568,aapbdkpp-1,tumor
1569,aapbgjne-1,macrophage
1570,aapbhlpg-1,tumor
1571,aapbiilh-1,tumor
1572,aapbnfmm-1,tumor
1573,aapbpjel-1,tumor
1574,aapcdkon-1,tumor
1575,aapcdmaa-1,fibroblast
1577,aapcepkf-1,tumor
1578,aapcjpcf-1,tumor
1579,aapdbimn-1,tumor
1581,aapdmonh-1,tumor
1583,aapeamhc-1,tumor
1585,aapecfgp-1,epithelial
1587,aapelicd-1,tumor
1588,aapelpki-1,fibroblast
1590,aapfegfi-1,fibroblast
1591,aapffnna-1,tumor
1592,aapfgelj-1,tumor
1593,aapflokl-1,tumor
1594,aapfmalg-1,mixed_immune
1595,aapfmlgg-1,tumor
1596,aapfofge-1,tumor
1597,aapfoleb-1,mixed_immune
1598,aapfpaik-1,tumor
1599,aapfpngm-1,tumor
1600,aapgaoeb-1,b cell
1601,aapgdmef-1,tumor
1602,aapgebja-1,tumor
1603,aapggpfe-1,tumor
1604,aapgkacg-1,tumor
1605,aapgkmjg-1,tumor
1606,aapgoklj-1,tumor
1607,aapgpnok-1,tumor
1608,aaphcpil-1,endothelial
1609,aaphedhm-1,tumor
1610,aaphlkoo-1,tumor
1611,aaphnpeg-1,CD8 N/CM
1612,aapiccnp-1,tumor
1613,aapiccpn-1,tumor
1614,aapidffe-1,tumor
1615,aapieccm-1,tumor
1616,aapikcpf-1,tumor
1617,aapimdan-1,CD4 N/CM
1619,aapiphfh-1,tumor
1620,aapjadgg-1,tumor
1621,aapjimif-1,tumor
1622,aapjjbkj-1,tumor
1623,aapjjcdh-1,tumor
1624,aapjljjn-1,endothelial
1625,aapjnelb-1,tumor
1627,aapjooci-1,tumor
1628,aapjpojo-1,fibroblast
1629,aapkbnja-1,tumor
1631,aapkglmn-1,macrophage
1632,aapkgnjk-1,tumor
1633,aapkndjj-1,tumor
1634,aapkodme-1,tumor
1635,aaplcnfn-1,mixed_APC
1636,aapldcmk-1,tumor
1637,aapldffc-1,endothelial
1638,aaplgdea-1,tumor
1639,aaplhdcj-1,tumor
1640,aaplhioj-1,tumor
1641,aaplkeoj-1,tumor
1642,aapllgme-1,tumor
1643,aapllnie-1,tumor
1644,aapmkcni-1,tumor
1645,aapmofeh-1,tumor
1646,aapndgok-1,macrophage
1647,aapnhpgb-1,macrophage
1648,aapnlibh-1,endothelial
1649,aapnpedb-1,tumor
1651,aapoeboa-1,tumor
1652,aapojlpa-1,fibroblast
1654,aappaclo-1,tumor
1655,aappamna-1,tumor
1656,aappbink-1,mesenchymal
1657,aappdgoi-1,plasma b
1658,aappglil-1,tumor
1659,aappnjme-1,plasma b
1660,aapppghf-1,plasma b
1661,abaachhp-1,tumor
1662,abaadhfd-1,tumor
1663,abaadphm-1,monocyte
1664,abaaepod-1,tumor
1665,abaaigac-1,tumor
1666,abaammla-1,tumor
1667,ababbjdp-1,monocyte
1668,ababdedi-1,tumor
1669,ababdpkd-1,tumor
1671,ababhpfj-1,tumor
1672,ababjbao-1,tumor
1673,ababnfif-1,tumor
1674,abacednf-1,tumor
1675,abacekbh-1,tumor
1676,abacgceg-1,tumor
1677,abacimic-1,tumor
1678,abaclfbl-1,tumor
1679,abacmbdd-1,tumor
1680,abacocjg-1,plasma b
1681,abadfnkb-1,monocyte
1682,abadjpog-1,tumor
1684,abadoefj-1,tumor
1685,abaeaaod-1,fibroblast
1686,abaebegc-1,tumor
1687,abaeebme-1,tumor
1688,abaeekee-1,fibroblast
1689,abaefkog-1,tumor
1690,abaehnjf-1,tumor
1692,abaekgei-1,tumor
1693,abafbaaj-1,macrophage
1694,abafgada-1,fibroblast
1695,abafhcbe-1,macrophage
1696,abafkank-1,mixed_APC
1697,abafpcdd-1,fibroblast
1698,abageell-1,tumor
1699,abaggamo-1,tumor
1700,abagjapp-1,epithelial
1701,abahaaon-1,tumor
1702,abahbcfl-1,tumor
1703,abahdfjo-1,mixed_immune
1704,abahengb-1,tumor
1705,abahkopp-1,mixed_immune
1706,abaiaeep-1,tumor
1707,abaibipm-1,tumor
1708,abaiemlc-1,tumor
1709,abaigcif-1,DC
1711,abaiihbm-1,mixed_immune
1712,abaikfio-1,fibroblast
1715,abaillpj-1,tumor
1717,abaiphne-1,tumor
1718,abajclmb-1,tumor
1721,abajjpod-1,epithelial
1722,abajkgdn-1,tumor
1723,abajnbon-1,tumor
1725,abakaoef-1,cDC1
1727,abakjobk-1,tumor
1729,abakncci-1,mixed_APC
1730,abakohno-1,tumor
1732,abalgnfe-1,macrophage
1733,aballhng-1,mixed_APC
1736,abalnmao-1,tumor
1737,abalpkdk-1,endothelial
1738,abamclce-1,tumor
1739,abamflih-1,tumor
1740,abamhhpm-1,mixed_APC
1741,abammdge-1,tumor
1744,abampbpl-1,cDC2
1745,abanbiig-1,tumor
1746,abanjicc-1,tumor
1747,abanmhdf-1,endothelial
1748,abanochc-1,tumor
1749,abanpkfi-1,macrophage
1752,abaoekjm-1,tumor
1753,abaofmek-1,fibroblast
1755,abaopgaf-1,tumor
1756,abapcopf-1,fibroblast
1757,abaphmmm-1,tumor
1759,abapkbgp-1,tumor
1760,abapkjbo-1,endothelial
1761,abapkmgh-1,DC
1762,abbabfkj-1,tumor
1763,abbabpgo-1,epithelial
1765,abbadofj-1,tumor
1766,abbafiol-1,mixed_APC
1768,abbahpll-1,tumor
1769,abbajiec-1,epithelial
1770,abbaldgf-1,tumor
1771,abbbbcof-1,endothelial
1773,abbbjdlb-1,tumor
1774,abbbnkmc-1,tumor
1775,abbbppkp-1,mixed_immune
1776,abbcagip-1,tumor
1777,abbcamia-1,tumor
1778,abbcbhfc-1,endothelial
1779,abbcgblp-1,CD8 EM
1780,abbcigih-1,tumor
1781,abbcjpje-1,macrophage
1782,abbckncl-1,tumor
1784,abbdccph-1,tumor
1786,abbdegoc-1,tumor
1787,abbdeoab-1,tumor
1788,abbdgonj-1,tumor
1789,abbdkalf-1,tumor
1790,abbdmajp-1,tumor
1791,abbdogaj-1,tumor
1792,abbebojc-1,tumor
1794,abbedjjo-1,tumor
1795,abbefbjk-1,fibroblast
1796,abbefdgc-1,plasma b
1797,abbefokd-1,fibroblast
1798,abbegpgm-1,tumor
1801,abbeplaj-1,tumor
1804,abbfkgci-1,tumor
1805,abbflhpf-1,tumor
1806,abbfojpf-1,tumor
1807,abbgfada-1,tumor
1808,abbghndc-1,tumor
1809,abbgmacg-1,tumor
1810,abbgpbke-1,tumor
1811,abbhcccj-1,tumor
1812,abbhcfim-1,mixed_immune
1813,abbhdeha-1,macrophage
1815,abbhggim-1,tumor
1816,abbhldfc-1,tumor
1817,abbiaojm-1,plasma b
1818,abbicajk-1,tumor
1819,abbiclfa-1,tumor
1820,abbidldl-1,tumor
1821,abbigmdp-1,tumor
1822,abbiiida-1,plasma b
1823,abbikddm-1,tumor
1824,abbikign-1,endothelial
1825,abbinehp-1,mixed_APC
1826,abbinpok-1,tumor
1827,abbjcajn-1,tumor
1828,abbjghfm-1,tumor
1829,abbjhijp-1,tumor
1830,abbjjljg-1,plasma b
1831,abbjmekk-1,macrophage
1832,abbjnbil-1,tumor
1833,abbjofcj-1,tumor
1834,abbjomgb-1,tumor
1836,abbkanbp-1,tumor
1837,abbkdmoi-1,tumor
1839,abbkhdco-1,tumor
1840,abblcddn-1,tumor
1842,abblckoj-1,tumor
1843,abblcoil-1,tumor
1844,abblgipi-1,tumor
1845,abblhicn-1,tumor
1846,abbllnko-1,tumor
1847,abblopbm-1,tumor
1848,abbmglnl-1,tumor
1849,abbmiblm-1,tumor
1850,abbmjcfb-1,tumor
1851,abbmldai-1,fibroblast
1852,abbmlemf-1,endothelial
1853,abbmlfjd-1,tumor
1854,abbmoffe-1,tumor
1857,abbnpfhb-1,macrophage
1858,abbodbne-1,tumor
1860,abboinff-1,tumor
1861,abbomika-1,mixed_immune
1862,abbomlop-1,tumor
1863,abbonhbe-1,tumor
1864,abbopffh-1,tumor
1865,abbpacai-1,tumor
1866,abbpadfg-1,tumor
1868,abbphcoj-1,fibroblast
1869,abbpibip-1,tumor
1870,abbpjjdm-1,tumor
1871,abbppdlo-1,tumor
1873,abcaangj-1,tumor
1874,abcadjbi-1,tumor
1875,abcafldm-1,endothelial
1877,abcahaac-1,tumor
1878,abcahodn-1,tumor
1879,abcaljem-1,tumor
1880,abcalohh-1,fibroblast
1881,abcanaip-1,tumor
1882,abcbbomp-1,mixed_APC
1883,abcbddic-1,tumor
1884,abcbdned-1,tumor
1885,abcbemed-1,tumor
1886,abcbhple-1,tumor
1887,abcbjiia-1,tumor
1888,abcblimo-1,tumor
1889,abcbmlnj-1,tumor
1890,abcbnici-1,tumor
1892,abcbpamb-1,endothelial
1893,abcbpmjb-1,tumor
1894,abccbooc-1,tumor
1895,abccciki-1,cDC2
1896,abccfhgf-1,fibroblast
1897,abcchbka-1,tumor
1898,abcchglg-1,tumor
1900,abcckmgf-1,mixed_immune
1901,abccngbd-1,tumor
1902,abcdbcba-1,tumor
1903,abcdcplm-1,tumor
1904,abcdgjdh-1,tumor
1905,abcdlalj-1,tumor
1906,abcebmhe-1,tumor
1907,abcecehk-1,tumor
1908,abcecpoa-1,tumor
1909,abcedieb-1,tumor
1910,abceejpl-1,tumor
1912,abcelgjk-1,fibroblast
1913,abcemlaf-1,mixed_APC
1914,abcfghpj-1,tumor
1915,abcfjcof-1,tumor
1916,abcfkoge-1,tumor
1917,abcgdcgo-1,tumor
1918,abcgjbac-1,tumor
1920,abcgkhoo-1,tumor
1921,abcgldnl-1,epithelial
1922,abcgngoe-1,tumor
1923,abcgnpgc-1,tumor
1924,abchbjfh-1,tumor
1926,abchcgja-1,macrophage
1927,abchegca-1,fibroblast
1928,abchffih-1,tumor
1929,abchgnkd-1,monocyte
1930,abchicji-1,tumor
1931,abchimlb-1,tumor
1932,abchmdco-1,tumor
1933,abchmikm-1,macrophage
1934,abchplnk-1,tumor
1935,abciadka-1,tumor
1936,abciaeim-1,tumor
1937,abcibdnh-1,mixed_immune
1938,abcilfkp-1,tumor
1939,abcinajk-1,mixed_APC
1940,abcjaoln-1,tumor
1941,abcjdjoo-1,tumor
1942,abcjhema-1,tumor
1943,abcjiifg-1,tumor
1944,abcjmpoe-1,tumor
1945,abcjnbfm-1,tumor
1946,abcjohgm-1,tumor
1947,abcjphco-1,mixed_APC
1948,abckcpjm-1,tumor
1949,abckgnia-1,tumor
1950,abckiiml-1,macrophage
1952,abckjnlc-1,tumor
1953,abckkbfa-1,tumor
1954,abcklocc-1,tumor
1955,abckokii-1,tumor
1956,abclbnjh-1,fibroblast
1957,abcleojk-1,tumor
1958,abcllhdf-1,tumor
1959,abcllijd-1,tumor
1960,abclodkg-1,tumor
1961,abclpicc-1,tumor
1962,abcmcfkf-1,endothelial
1963,abcmmcim-1,tumor
1965,abcmohao-1,fibroblast
1966,abcncbin-1,monocyte
1968,abcnfbig-1,tumor
1969,abcnidil-1,mesenchymal
1970,abcnnboh-1,tumor
1971,abcobdki-1,tumor
1973,abcohaab-1,tumor
1974,abcoiikg-1,fibroblast
1977,abcooiin-1,tumor
1978,abcpekbo-1,tumor
1979,abcpepcn-1,macrophage
1980,abcpfjmn-1,tumor
1981,abcppbgh-1,mixed_APC
1982,abcpplhb-1,fibroblast
1983,abdabgfh-1,tumor
1984,abdacbik-1,tumor
1986,abdaemjm-1,tumor
1987,abdahccf-1,tumor
1988,abdaiffc-1,mixed_immune
1989,abdbadop-1,tumor
1990,abdbahfa-1,tumor
1991,abdbbfne-1,tumor
1992,abdbefcb-1,tumor
1993,abdbhbpd-1,mixed_immune
1994,abdbkhmk-1,tumor
1995,abdblhja-1,macrophage
1996,abdbponn-1,tumor
1997,abdccboh-1,tumor
1998,abdcekdd-1,tumor
1999,abdcfbab-1,tumor
2000,abdcfndm-1,tumor
2001,abdcgmem-1,tumor
2002,abdchoin-1,tumor
2003,abdcmhaa-1,fibroblast
2004,abddbpim-1,tumor
2006,abddcnbf-1,mixed_immune
2007,abddflal-1,epithelial
2008,abddgkin-1,tumor
2009,abddgldm-1,tumor
2010,abddilif-1,tumor
2012,abddofhb-1,tumor
2013,abdedkmp-1,tumor
2015,abdeihpk-1,tumor
2016,abdeipem-1,fibroblast
2017,abdelcha-1,macrophage
2018,abdfcnha-1,tumor
2019,abdfdfcf-1,tumor
2023,abdfkmmi-1,tumor
2026,abdgbaie-1,tumor
2027,abdgbhae-1,tumor
2028,abdgegic-1,fibroblast
2029,abdggbgf-1,tumor
2030,abdggoki-1,plasma b
2031,abdglgjb-1,tumor
2032,abdgooha-1,tumor
2034,abdhanai-1,tumor
2035,abdhdnjl-1,tumor
2036,abdhflod-1,tumor
2037,abdhipmh-1,tumor
2038,abdhjicl-1,fibroblast
2039,abdhocde-1,tumor
2040,abdibppg-1,tumor
2041,abdiccgh-1,tumor
2043,abdidghe-1,tumor
2044,abdiiifp-1,macrophage
2045,abdiionk-1,tumor
2046,abdijfhe-1,tumor
2047,abdipjnd-1,tumor
2048,abdjbame-1,tumor
2050,abdjcmae-1,macrophage
2051,abdjdagf-1,tumor
2052,abdjinia-1,tumor
2054,abdjolgn-1,tumor
2055,abdkbajj-1,macrophage
2056,abdkcnpp-1,fibroblast
2057,abdkemll-1,endothelial
2058,abdkhain-1,macrophage
2059,abdkjhmb-1,tumor
2060,abdkmbcl-1,tumor
2061,abdlcofn-1,tumor
2062,abdldebl-1,mixed_APC
2063,abdlfeln-1,tumor
2064,abdlkdfo-1,tumor
2065,abdlplnj-1,tumor
2066,abdmaddp-1,mixed_immune
2067,abdmeaec-1,tumor
2068,abdmfnai-1,plasma b
